PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_LOCATION,TOPIC
Stillwater Facility Geothermal Plant NV USA,21,United States of America,Nevada,GEOTHERMAL,Environmentally Responsible,39.5802,-118.3211,"39.5802, -118.3211",,,,POWERPLANTS
Wabuska Geothermal Plant NV USA,2.2,United States of America,Nevada,GEOTHERMAL,Environmentally Responsible,39.0186,-119.1773,"39.0186, -119.1773",,,,POWERPLANTS
Naghlu Dam Hydroelectric Power Plant Afghanistan,100,Afghanistan,Kabul,HYDRO,Environmentally Responsible,34.641,69.717,"34.641, 69.717",Dam on river with reservoir,,"Naghlu, Sarobi district, Kabul, Afghanistan",POWERPLANTS
Mahipar Hydroelectric Power Plant Afghanistan,66,Afghanistan,Kabul,HYDRO,Environmentally Responsible,34.556,69.4787,"34.556, 69.4787",Dam on river with reservoir,,"Mahipar, 30 km E of Kabul on Kabul-Jalalabad Road, Afghanistan",POWERPLANTS
Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,11.55,Afghanistan,Nangarhar,HYDRO,Environmentally Responsible,34.4847,70.3633,"34.4847, 70.3633",Dam on river with reservoir,,"7 km W of Jalalabad, Nangarhar Province, Afghanistan",POWERPLANTS
Ulez Hydroelectric Power Station Albania,25.2,Albania,Diber,HYDRO,Environmentally Responsible,41.67962,19.89358,"41.67962, 19.89358",Dam on river with reservoir,Base Load,"Ulez, Diber, Albania",POWERPLANTS
Fierza Hydroelectric Power Station Albania,500,Albania,Shkoder,HYDRO,Environmentally Responsible,42.25139,20.04306,"42.25139, 20.04306",Dam on river with reservoir,Base Load,"Bajram Curri, Shkoder, Albania",POWERPLANTS
Vau I Dejes Hydroelectric Power Plant Albania,250,Albania,Shkoder,HYDRO,Environmentally Responsible,42.01368,19.63585,"42.01368, 19.63585",Dam on river with reservoir,Base Load,"Bajram Curri, Shkoder, Albania",POWERPLANTS
Ashta Hydroelectric Power Plant Albania,53,Albania,Shkoder,HYDRO,Environmentally Responsible,42.00211,19.60069,"42.00211, 19.60069",Dam on river with reservoir,,"Ashta, Shkoder, Albania",POWERPLANTS
Biopio Dam Hydroelectric Power Plant Angola,14.4,Angola,Benguela,HYDRO,Environmentally Responsible,-12.4708,13.7319,"-12.4708, 13.7319",,,,POWERPLANTS
Lomaum Dam Hydroelectric Power Plant Angola,35,Angola,Benguela,HYDRO,Environmentally Responsible,-12.725376,14.385598,"-12.725376, 14.385598",Dam on river with reservoir,Seasonal: Base,"Ganda, Benguela, Angola",POWERPLANTS
Matala Dam Hydroelectric Power Plant Angola,40.8,Angola,Hula,HYDRO,Environmentally Responsible,-14.74424,15.04183,"-14.74424, 15.04183",,,,POWERPLANTS
EPEC Fitz Simon Hydroelectric Power Plant Argentina,10.5,Argentina,Cordoba,HYDRO,Environmentally Responsible,-32.1784,-64.4207,"-32.1784, -64.4207",Dam on river with reservoir,,"Cordoba, Argentina",POWERPLANTS
Nihuil I Hydroelectric Power Plant Argentina,74,Argentina,Mendoza,HYDRO,Environmentally Responsible,-35.02708,-68.67882,"-35.02708, -68.67882",Dam on river with reservoir,,"Mendoza, Argentina",POWERPLANTS
Nihuil III Hydroelectric Power Plant Argentina,52,Argentina,Mendoza,HYDRO,Environmentally Responsible,-34.904,-68.61785,"-34.904, -68.61785",Water discharged from another project,,"Mendoza, Argentina",POWERPLANTS
Agua del Toro Hydroelectric Power Plant Argentina,260,Argentina,Mendoza,HYDRO,Environmentally Responsible,-34.58395,-69.03622,"-34.58395, -69.03622",Dam on river with reservoir,,"Mendoza, Argentina",POWERPLANTS
Alicura Hydroelectric Power Plant Argentina,100,Argentina,Neuquen,HYDRO,Environmentally Responsible,-40.5861,-70.7525,"-40.5861, -70.7525",Dam on river with reservoir,,"100 km from the city of San Carlos de Bariloche, Neuquen, Argentina",POWERPLANTS
Piedra del Aguila Hydroelectric Power Plant Argentina,1400,Argentina,Neuquen,HYDRO,Environmentally Responsible,-40.19025,-69.992,"-40.19025, -69.992",Dam on river with reservoir,,"Piedra del Aguila, Neuquen, Argentina",POWERPLANTS
El Chocon Hydroelectric Power Plant Argentina,1200,Argentina,Neuquen,HYDRO,Environmentally Responsible,-39.2663,-68.7571,"-39.2663, -68.7571",Dam on river with reservoir,,"Villa El Chocon, Neuquen, Argentina",POWERPLANTS
Arroyito Hydroelectric Power Plant Argentina,120,Argentina,Neuquen,HYDRO,Environmentally Responsible,-39.10755,-68.5854,"-39.10755, -68.5854",Dam on river with reservoir,,"Neuquen, Argentina",POWERPLANTS
Rio Hondo Hydroelectric Power Plant Argentina,19,Argentina,Santiago del Estero,HYDRO,Environmentally Responsible,-27.5225,-64.8861,"-27.5225, -64.8861",Dam on river with reservoir,,"Rio Hondo, Santiago del Estero, Argentina",POWERPLANTS
El Cadillal Hydroelectric Power Plant Argentina,14,Argentina,Tucuman,HYDRO,Environmentally Responsible,-26.6156,-65.1929,"-26.6156, -65.1929",Dam on river with reservoir,,"Tucuman, Argentina",POWERPLANTS
Escabas Hydroelectric Power Plant Argentina,24,Argentina,Tucuman,HYDRO,Environmentally Responsible,-27.6589,-65.7633,"-27.6589, -65.7633",Dam on river with reservoir,,"Tucuman, Argentina",POWERPLANTS
Pueblo Viejo Hydroelectric Power Plant Argentina,19.2,Argentina,Tucuman,HYDRO,Environmentally Responsible,-27.1149,-65.7523,"-27.1149, -65.7523",Barrage with run-of-river Generation,,Pueblo Viejo,POWERPLANTS
Kanaker (Sevan-Hrazdan Cascade) Hydroelectric Power Plant Armenia,102,Armenia,Erevan,HYDRO,Environmentally Responsible,40.2226,44.5134,"40.2226, 44.5134",Dam with run-of-river generation,Intermediate/Peak Load,"Yerevan, Armenia",POWERPLANTS
Argel Gyumush (Sevan-Hrazdan Cascade) Hydroelectric Power Plant Armenia,224,Armenia,Kotayk,HYDRO,Environmentally Responsible,40.3787,44.6075,"40.3787, 44.6075",Dam with run-of-river generation,Intermediate/Peak Load,"Argel, Kotayk, Armenia",POWERPLANTS
Spandaryan Hydro Power Plant Armenia,76,Armenia,Siunik,HYDRO,Environmentally Responsible,39.6494,45.85,"39.6494, 45.85",Dam on river with reservoir,Base Load,"Siunik, Armenia",POWERPLANTS
Shamba Hydro Power Plant Armenia,171,Armenia,Siunik,HYDRO,Environmentally Responsible,39.4743,46.1306,"39.4743, 46.1306",Dam with run-of-river generation,Intermediate Load,"Siunik (Synuiq), Armenia",POWERPLANTS
Tumut-3 Pumped Storage Hydroelectric Power Plant Australia,1500,Australia,New South Wales,HYDRO,Environmentally Responsible,-35.6112,148.2917,"-35.6112, 148.2917",Pumped Storage Power Plant,Peaking Load,"Talbingo, New South Wales, Australia",POWERPLANTS
Warragamba Hydroelectric Power Station Australia,50,Australia,New South Wales,HYDRO,Environmentally Responsible,-33.883,150.5957,"-33.883, 150.5957",Dam on river with reservoir,Base Load,"65 km west of Sydney, New South Wales, Australia",POWERPLANTS
Wivenhoe Pumped Storage Power Station Australia,500,Australia,Queensland,HYDRO,Environmentally Responsible,-27.3722,152.63194,"-27.3722, 152.63194",Pumped Storage Power Plant,Intermediate/Peak Load,"80 km from Brisbane, Queensland, Australia",POWERPLANTS
Tribute Hydroelectric Power Station Australia,84,Australia,Tasmania,HYDRO,Environmentally Responsible,-41.8175,145.6502,"-41.8175, 145.6502",Dam on river with reservoir,Base Load,"Tasmania, Australia",POWERPLANTS
Mackintosh Hydroelectric Power Station Australia,81,Australia,Tasmania,HYDRO,Environmentally Responsible,-41.6994,145.6472,"-41.6994, 145.6472",Dam on river with reservoir,Base Load,"Tullah, Tasmania, Australia",POWERPLANTS
Bastyan Hydroelectric Power Station Australia,81,Australia,Tasmania,HYDRO,Environmentally Responsible,-41.736,145.5321,"-41.736, 145.5321",Dam on river with reservoir,Base/Intermediate Load,"Rosebery, Tasmania, Australia",POWERPLANTS
Lake Echo Hydroelectric Power Station Australia,32.4,Australia,Tasmania,HYDRO,Environmentally Responsible,-42.2536,146.6206,"-42.2536, 146.6206",Dam on river with reservoir,,"Tasmania, Australia",POWERPLANTS
Tarraleah Hydroelectric Power Station Australia,90,Australia,Tasmania,HYDRO,Environmentally Responsible,-42.3012,146.457,"-42.3012, 146.457",Water discharged from another project,,"Tarraleah, Tasmania, Australia",POWERPLANTS
Lower Lake Margret Hydroelectric Power Plant Australia,3.2,Australia,Tasmania,HYDRO,Environmentally Responsible,-42.01484,145.52606,"-42.01484, 145.52606",Water discharged from another project,,"10 km north of Queenstown, Tasmania, Australia",POWERPLANTS
Bogong Hydroelectric Power Station Australia,140,Australia,Victoria,HYDRO,Environmentally Responsible,-36.8067,147.2287,"-36.8067, 147.2287",Water discharged from another project,Peaking Load,"Victoria, Australia",POWERPLANTS
Malta Unterstufe (Moellbruecke) Hydroelectric Power Plant Austria,41,Austria,Carinthia,HYDRO,Environmentally Responsible,46.833219,13.360147,"46.833219, 13.360147",Dam with run-of-river generation,Intermediate/Peak Load,"Moellbrueke, Carinthia, Austria",POWERPLANTS
Malta Oberstufe Pumped Storage Power Plant Austria,120,Austria,Carinthia,HYDRO,Environmentally Responsible,47.0659,13.3539,"47.0659, 13.3539",Pumped Storage Power Plant,Peaking Load,"Brandstatt, Carinthia, Austria",POWERPLANTS
Kellersberg Hydroelectric Power Plant Austria,24.6,Austria,Carinthia,HYDRO,Environmentally Responsible,46.67,13.7255,"46.67, 13.7255",Barrage with run-of-river Generation,Base/Intermediate Load,"Kellersberg, Carinthia, Austria",POWERPLANTS
Rosegg-St. Jakob Hydroelectric Power Plant Austria,80,Austria,Carinthia,HYDRO,Environmentally Responsible,46.5696,14.0268,"46.5696, 14.0268",Dam with run-of-river generation,Base/Intermediate Load,"Rosegg-St. Jakob, Carinthia, Austria",POWERPLANTS
Ferlach-Maria Rain Hydroelectric Power Plant Austria,75,Austria,Carinthia,HYDRO,Environmentally Responsible,46.5462,14.2985,"46.5462, 14.2985",Dam with run-of-river generation,Base/Intermediate Load,"Ferlach, Carinthia, Austria",POWERPLANTS
Melk Hydroelectric Power Plant Austria,187,Austria,Lower Austria,HYDRO,Environmentally Responsible,48.2232,15.3042,"48.2232, 15.3042",Dam with run-of-river generation,Base Load,"Melk, Lower Austria, Austria",POWERPLANTS
Wissota Hydro Power Plant WI USA,35.8,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.0698,-91.2795,"45.0698, -91.2795",,,,POWERPLANTS
Fontenelle Hydro Power Plant WY USA,10,United States of America,Wyoming,HYDRO,Environmentally Responsible,42.2542,-110.6568,"42.2542, -110.6568",,,,POWERPLANTS
Fremont Canyon Hydro Power Plant WY USA,66.8,United States of America,Wyoming,HYDRO,Environmentally Responsible,42.47652,-106.7958,"42.47652, -106.7958",Dam on river with reservoir,Intermediate Load,"Natrona County, WY, USA",POWERPLANTS
Glendo Hydro Power Plant WY USA,38,United States of America,Wyoming,HYDRO,Environmentally Responsible,42.1345,-104.9676,"42.1345, -104.9676",,,,POWERPLANTS
Pilot Butte Hydro Power Plant WY USA,1.6,United States of America,Wyoming,HYDRO,Environmentally Responsible,43.0417,-108.6296,"43.0417, -108.6296",,,,POWERPLANTS
Gabriel Terra Hydroelectric Power Plant Uruguay,152,Uruguay,Durazno,HYDRO,Environmentally Responsible,-32.8318,-56.4219,"-32.8318, -56.4219",Dam on river with reservoir,Base Load,"Corner Bonnet, on the boundry of Durazno and Tacuarembo, Uruguay",POWERPLANTS
Charvak Hydroelectric Power Project Uzbekistan,620.5,Uzbekistan,Tashkent,HYDRO,Environmentally Responsible,41.627,69.969,"41.627, 69.969",Dam on river with reservoir,,"70 km NEE from Tashkent, Uzbekistan",POWERPLANTS
Lower-Bozsu-6 (HES-24) Hydroelectric Power Plant Uzbekistan,4.4,Uzbekistan,Tashkent,HYDRO,Environmentally Responsible,40.9576,68.728,"40.9576, 68.728",Weir on a Canal,,"NW of Cinoz, Tashkent, Uzbekistan",POWERPLANTS
Manuel Piar (Tocoma) Hydroelectric Power Plant Venezuela,2530,Venezuela,Bolivar,HYDRO,Environmentally Responsible,7.8997,-63.0322,"7.8997, -63.0322",Dam on river with reservoir,Base Load,"Bolivar, Venezuela",POWERPLANTS
Da Mi Hydroelectric Power Plant Vietnam,175,Viet Nam,Binh Thuan,HYDRO,Environmentally Responsible,11.2395,107.8384,"11.2395, 107.8384",Dam on river with reservoir,,"Tanh Linh District, Bin Thuan Province, Viet Nam",POWERPLANTS
Kafue Gorge Dam Hydroelectric Power Plant Zambia,900,Zambia,Lusaka,HYDRO,Environmentally Responsible,-15.80889497,28.41989279,"-15.8088949714, 28.4198927879",Dam on river with reservoir,,"East of Kafue, Lusaka, Zambia",POWERPLANTS
Lusiwasi Hydroelectric Power Plant Zambia,12,Zambia,Northern,HYDRO,Environmentally Responsible,-12.9884,30.8649,"-12.9884, 30.8649",Dam on river with reservoir,,,POWERPLANTS
Darlington Nuclaer Power Plant Canada,3736,Canada,Ontario,NUCLEAR,Environmentally Responsible,43.86922992,-78.72423562,"43.8692299214, -78.7242356216",,,"On Lake Ontario, Municipality of Clarington in Durham Region, 70 km east of Toronto, Ontario, Canada",POWERPLANTS
China Experimental Fast Reactor (CEFR),20,China,Beijing,NUCLEAR,Environmentally Responsible,39.7406,116.0302,"39.7406, 116.0302",,,"the China Institute of Atomic Energy, Beijing, China",POWERPLANTS
Ningde Nuclear Power Plant China,4320,China,Fujian,NUCLEAR,Environmentally Responsible,27.044,120.284,"27.044, 120.284",,,"Beiwan village, Qinyu, Fuding, Ningde, Fujian",POWERPLANTS
Hongyanhe Nuclear Power Plant China,4244,China,Liaoning,NUCLEAR,Environmentally Responsible,39.797,121.4765,"39.797, 121.4765",,,"Donggang Town, Wafangdian, Liaoning, China",POWERPLANTS
Temelin Nuclear Power Plant Czech Republic,2026,Czech Republic,Jihocesky,NUCLEAR,Environmentally Responsible,49.18109216,14.37492526,"49.1810921601, 14.3749252552",,,"Temelin, Czech Republic",POWERPLANTS
Penly Nuclear Power Plant France,2764,France,Seine-Maritime,NUCLEAR,Environmentally Responsible,49.97644086,1.210737982,"49.9764408618, 1.21073798197",,,Seine Maritime,POWERPLANTS
Golfech Nuclear Power Plant France,2726,France,Tarn-et-Garonne,NUCLEAR,Environmentally Responsible,44.10602816,0.844260231,"44.1060281618, 0.844260231019",,,Tarn et Garonne,POWERPLANTS
Civaux Nuclear Power Plant France,3122,France,Vienne,NUCLEAR,Environmentally Responsible,46.45633803,0.654807957,"46.4563380303, 0.654807956874",,,Civaux,POWERPLANTS
Isar Nuclear Power Plant Germany,2387,Germany,Bavaria,NUCLEAR,Environmentally Responsible,48.60491534,12.29359137,"48.6049153366, 12.2935913711",,,"Bayern, Germany",POWERPLANTS
Emsland Nuclear Power Plant Germany,1400,Germany,Lower Saxony,NUCLEAR,Environmentally Responsible,52.4716,7.3204,"52.4716, 7.3204",,,"Niedersachsen, Germany",POWERPLANTS
Unterweser Nuclear Power Plant Germany,1410,Germany,Saxony,NUCLEAR,Environmentally Responsible,53.4292,8.4775,"53.4292, 8.4775",,,"Niedersachsen, Germany",POWERPLANTS
Brokdorf Nuclear Power Plant Germany,1440,Germany,Schleswig-Holstein,NUCLEAR,Environmentally Responsible,53.8506,9.345,"53.8506, 9.345",,,"Schleswig-holstein, Germany",POWERPLANTS
Bushehr Nuclear Power Plant Iran,1000,Islamic Republic of Iran,Bushehr,NUCLEAR,Environmentally Responsible,28.8296,50.88596,"28.8296, 50.88596",,,"Bushehr, Islamic Republic of Iran",POWERPLANTS
Ohi Nuclear Power Plant Japan,4710,Japan,Fukui,NUCLEAR,Environmentally Responsible,35.54240034,135.654433,"35.5424003434, 135.654432954",,,"Ohi-Cho, Fukui, Japan",POWERPLANTS
Takahama Nuclear Power Plant Japan,3392,Japan,Fukui,NUCLEAR,Environmentally Responsible,35.52232957,135.5036497,"35.522329565, 135.503649709",,,"Fukui, Japan",POWERPLANTS
Tomari Nuclear Power Plant Japan,1158,Japan,Hokkaido,NUCLEAR,Environmentally Responsible,43.03672412,140.5124903,"43.0367241214, 140.512490309",,,"Tomari, Furuu District, Hokkaido, Japan",POWERPLANTS
Sendai Nuclear Power Plant Japan,1780,Japan,Kagoshima,NUCLEAR,Environmentally Responsible,31.83352944,130.1887042,"31.8335294402, 130.188704182",,,"Kagoshima Prefecture, Japan",POWERPLANTS
Kashiwazaki Kariwa Nuclear Power Plant Japan,8212,Japan,Niigata,NUCLEAR,Environmentally Responsible,37.42592108,138.5941016,"37.4259210833, 138.594101638",,,Nigata-Ken,POWERPLANTS
Genkai Nuclear Power Plant Japan,2783,Japan,Saga,NUCLEAR,Environmentally Responsible,33.5152,129.83596,"33.5152, 129.83596",,,"Saga Prefecture, Japan",POWERPLANTS
Ignalina Nuclear Power Plant Lithuania,1300,Lithuania,Utena,NUCLEAR,Environmentally Responsible,55.6043,26.5624,"55.6043, 26.5624",,,Lithuania,POWERPLANTS
Kanupp Nuclear Power Reactor Pakistan,137,Pakistan,Sindh,NUCLEAR,Environmentally Responsible,24.845,66.7888,"24.845, 66.7888",,,"Sind, Pakistan",POWERPLANTS
Kuosheng Nuclear Power Plant Taiwan,1936,Republic of China Taiwan,Taiwan,NUCLEAR,Environmentally Responsible,25.2025,121.66286,"25.2025, 121.662860041",,,"Kuosheng, Taiwan",POWERPLANTS
Shin-Kori Nuclear Power Plant South Korea,3495,Republic of Korea,Busan,NUCLEAR,Environmentally Responsible,35.32713,129.30174,"35.32713, 129.30174",,,"Gori, Busan, South Korea",POWERPLANTS
Hanul (Ulchin) Nuclear Power Plant Korea,6159,Republic of Korea,Gyeongsangbuk-do,NUCLEAR,Environmentally Responsible,37.0931,129.383,"37.0931, 129.383",,,Kyong Sang Buk-do,POWERPLANTS
Kori Nuclear Power Plant Korea,2633,Republic of Korea,Gyeongsangnam-do,NUCLEAR,Environmentally Responsible,35.3199,129.2948,"35.3199, 129.2948",,,"Kyong Sang Nam-do, South Korea",POWERPLANTS
Bilibino Nuclear Power Plant  Russia,48,Russian Federation,Chukot,NUCLEAR,Environmentally Responsible,68.05668961,166.4580394,"68.0566896098, 166.458039443",,,"Chukchi Autonomous Region, Russia",POWERPLANTS
Kursk Nuclear Power Plant Russia,4000,Russian Federation,Kursk,NUCLEAR,Environmentally Responsible,51.67505649,35.60271625,"51.6750564935, 35.6027162466",,,"Kursk, Russia",POWERPLANTS
Goesgen Nuclear Power Plant Switzerland,1020,Switzerland,Fribourg,NUCLEAR,Environmentally Responsible,47.3656,7.9671,"47.3656, 7.9671",,,"Soleure, Switzerland",POWERPLANTS
Rovno (Rivne) Nuclear Power Plant Ukraine,2835,Ukraine,Rivne,NUCLEAR,Environmentally Responsible,51.3245,25.89744,"51.3245, 25.89744",,,"Kuznotsovsk, Rivne, West Ukraine",POWERPLANTS
Hartlepool Nuclear Power Plant United Kingdom,1310,United Kingdom,Durham,NUCLEAR,Environmentally Responsible,54.6340777,-1.180137714,"54.634077704, -1.18013771448",,,"Durham, UK",POWERPLANTS
Hinkley Point B Nuclear Power Plant United Kingdom,1310,United Kingdom,Somerset,NUCLEAR,Environmentally Responsible,51.20852347,-3.133420944,"51.2085234666, -3.13342094421",,,"Somerset, UK",POWERPLANTS
Joseph M. Farley Nuclear Power Plant United States of America,1800,United States of America,Alabama,NUCLEAR,Environmentally Responsible,31.2232559,-85.11173787,"31.2232559004, -85.1117378712",,,"Alabama, USA",POWERPLANTS
Saint Lucie Nuclear Power Plant United States of America,1766,United States of America,Florida,NUCLEAR,Environmentally Responsible,27.34859132,-80.24641399,"27.3485913245, -80.2464139888",,,"12 MI SE of Ft. Pierce,  Florida, USA",POWERPLANTS
LaSalle Nuclear Power Plant United States of America,2356,United States of America,Illinois,NUCLEAR,Environmentally Responsible,41.24551914,-88.66879529,"41.2455191381, -88.6687952904",,,"11 MI SE of Ottawa,  Illinois, USA",POWERPLANTS
Quad Cities Nuclear Power Plant United States of America,1826,United States of America,Illinois,NUCLEAR,Environmentally Responsible,41.72550691,-90.30894503,"41.7255069075, -90.3089450265",,,"20 MI NE of Moline,  Illinois, USA",POWERPLANTS
